target_chembl_id,pref_name,family,organism,target_type
CHEMBL4630753,Cyclin-dependent kinase 12/13,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1795192,Cyclin-dependent kinase 13,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296067,Cyclin-dependent kinase 13/Cyclin-K,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4296115,Cyclin-dependent kinase 14/Cyclin-Y,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL301,Cyclin-dependent kinase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2111326,Cyclin-dependent kinase 2 and 4 (CDK2 and CDK4),Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL5578,Cyclin-dependent kinase 2-associated protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6010,Cyclin-dependent kinase 2-associated protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4888444,Cyclin-dependent kinase 2/4/6,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3885552,Cyclin-dependent kinase 2/G1/S-specific cyclin-D1,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2094128,Cyclin-dependent kinase 2/cyclin A,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2094126,Cyclin-dependent kinase 2/cyclin E,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL1907605,Cyclin-dependent kinase 2/cyclin E1,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL3559690,Cyclin-dependent kinase 20,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4442,Cyclin-dependent kinase 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4888443,Cyclin-dependent kinase 3/Cyclin-C,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL331,Cyclin-dependent kinase 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885553,Cyclin-dependent kinase 4/6,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3885554,Cyclin-dependent kinase 4/G1/S-specific cyclin-E1,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2095942,Cyclin-dependent kinase 4/cyclin D,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL1907601,Cyclin-dependent kinase 4/cyclin D1,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL3301385,Cyclin-dependent kinase 4/cyclin D2,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4036,Cyclin-dependent kinase 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2783,Cyclin-dependent kinase 5 regulatory subunit 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1907600,Cyclin-dependent kinase 5/CDK5 activator 1,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2508,Cyclin-dependent kinase 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3055,Cyclin-dependent kinase 7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2111288,Cyclin-dependent kinase 7/ cyclin H,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL3885556,Cyclin-dependent kinase 8/19,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3116,Cyclin-dependent kinase 9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3758070,Cyclin-dependent kinase inhibitor 1B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885557,Cyclin-dependent kinase inhibitor 1B/S-phase kinase-associated protein 2,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL4680027,Cyclin-dependent kinase inhibitor 2A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5789,Cyclin-dependent kinase-like 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5728,Cyclin-dependent kinase-like 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1163117,Cyclin-dependent kinase-like 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523326,Cyclin-dependent kinase-like 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1163112,Cyclin-dependent kinase-like 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885558,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL2094253,Cyclooxygenase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL221,Cyclooxygenase-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL230,Cyclooxygenase-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1949,Cyclophilin A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2075,Cyclophilin B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3399911,Cystathionine beta-synthase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295745,Cystathionine gamma-lyase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295728,Cysteine and glycine-rich protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295833,Cysteine and glycine-rich protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5169181,Cysteine protease ATG4A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1741221,Cysteine protease ATG4B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105937,"Cysteine--tRNA ligase, cytoplasmic",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2094254,Cysteinyl leukotriene receptor,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1798,Cysteinyl leukotriene receptor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4330,Cysteinyl leukotriene receptor 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4051,Cystic fibrosis transmembrane conductance regulator,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885559,Cystic fibrosis transmembrane conductance regulator/Golgi-associated PDZ and coiled-coil motif-containing protein,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL2364039,Cystine,Unknown,Homo sapiens,SMALL MOLECULE
CHEMBL1075149,Cystine/glutamate transporter,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630803,Cystinosin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2693,Cystinyl aminopeptidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4502,Cytidine deaminase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523986,Cytochrome P450,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2033,Cytochrome P450 11A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1908,Cytochrome P450 11B1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2722,Cytochrome P450 11B2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3522,Cytochrome P450 17A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1978,Cytochrome P450 19A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3544905,Cytochrome P450 1A,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2231,Cytochrome P450 1A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3356,Cytochrome P450 1A2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4878,Cytochrome P450 1B1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2759,Cytochrome P450 21,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4521,Cytochrome P450 24A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5141,Cytochrome P450 26A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3713687,Cytochrome P450 26B1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3542436,Cytochrome P450 2A13,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5282,Cytochrome P450 2A6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4729,Cytochrome P450 2B6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2408,Cytochrome P450 2C18,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3622,Cytochrome P450 2C19,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3721,Cytochrome P450 2C8,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3397,Cytochrome P450 2C9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL289,Cytochrome P450 2D6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5281,Cytochrome P450 2E1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3491,Cytochrome P450 2J2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2406897,Cytochrome P450 2W1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364675,Cytochrome P450 3A,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL340,Cytochrome P450 3A4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2111472,Cytochrome P450 3A4/3A5,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL5792,Cytochrome P450 3A43,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3019,Cytochrome P450 3A5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3341582,Cytochrome P450 3A7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3978,Cytochrome P450 4A11,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295949,Cytochrome P450 4F11,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3509589,Cytochrome P450 4F12,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3379,Cytochrome P450 4F2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523270,Cytochrome P450 4F8,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523375,Cytochrome P450 4Z1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3849,Cytochrome P450 51,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1851,Cytochrome P450 7A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6048,"Cytochrome P450, family 4, subfamily X, polypeptide 1, isoform CRA_c",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1287627,Cytochrome b-245 heavy chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1671612,Cytochrome b-c1 complex subunit 7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6170,Cytochrome b5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523134,Cytochrome b5 type B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2189163,Cytochrome c,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6173,Cytochrome c oxidase subunit 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6174,Cytochrome c oxidase subunit 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105975,"Cytochrome c1, heme protein, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5995,Cytohesin-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3259466,Cytohesin-3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295815,Cytoplasmic dynein 1 intermediate chain 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296025,Cytoskeleton-associated protein 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523495,Cytosolic carboxypeptidase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3886062,Cytosolic carboxypeptidase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523328,Cytosolic carboxypeptidase 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295943,Cytosolic iron-sulfur assembly component 2A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295989,Cytosolic iron-sulfur assembly component 2B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3816,Cytosolic phospholipase A2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3831242,Cytosolic phospholipase A2 epsilon,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4834,Cytosolic phospholipase A2 gamma,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3708197,Cytosolic purine 5'-nucleotidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364164,Cytotoxic T-lymphocyte protein 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296096,D(2) dopamine receptor/Metabotropic glutamate receptor 5,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2366237,D-247MG,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366183,D-263MG,Unknown,Homo sapiens,CELL-LINE
CHEMBL2311243,D-3-phosphoglycerate dehydrogenase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2366113,D-336MG,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366161,D-392MG,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366134,D-423MG,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366343,D-502MG,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366208,D-542MG,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366336,D-566MG,Unknown,Homo sapiens,CELL-LINE
CHEMBL5485,D-amino-acid oxidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5887,D-aspartate oxidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4632342,D-lactose,Unknown,Homo sapiens,SMALL MOLECULE
CHEMBL2331075,D2-like dopamine receptor,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL614476,D283 Med,Unknown,Homo sapiens,CELL-LINE
CHEMBL614478,D341 cell line,Unknown,Homo sapiens,CELL-LINE
CHEMBL612247,D54 cell line,Unknown,Homo sapiens,CELL-LINE
CHEMBL614033,DAN-G,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366331,DB,Unknown,Homo sapiens,CELL-LINE
CHEMBL614801,DBTRG-05MG,Unknown,Homo sapiens,CELL-LINE
CHEMBL4105838,DCN1-like protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523603,DCN1-like protein 1/NEDD8-conjugating enzyme Ubc12,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL4295866,DCN1-like protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295894,DCN1-like protein 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295914,DCN1-like protein 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295937,DCN1-like protein 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5291966,DDB1- and CUL4-associated factor 15/Bromodomain-containing protein 7,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL5291965,DDB1- and CUL4-associated factor 15/Bromodomain-containing protein 9,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL5303723,DDC,Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL2366186,DEL,Unknown,Homo sapiens,CELL-LINE
CHEMBL4105866,DEP domain-containing mTOR-interacting protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523674,DEPTOR/mTOR,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL2366199,DG-75,Unknown,Homo sapiens,CELL-LINE
CHEMBL3638325,DGAT1 protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5169302,DHX36/c-MYC G4 quadruplex DNA,Unknown,Homo sapiens,PROTEIN NUCLEIC-ACID COMPLEX
CHEMBL2366264,DJM-1,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075433,DK-MG,Unknown,Homo sapiens,CELL-LINE
CHEMBL614285,DLD-1,Unknown,Homo sapiens,CELL-LINE
CHEMBL614482,DLKP cell line,Unknown,Homo sapiens,CELL-LINE
CHEMBL614642,DMS-114,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366167,DMS-153,Unknown,Homo sapiens,CELL-LINE
CHEMBL614034,DMS-273,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075434,DMS-53,Unknown,Homo sapiens,CELL-LINE
CHEMBL614286,DMS-79,Unknown,Homo sapiens,CELL-LINE
CHEMBL2311221,DNA,Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1992,DNA (cytosine-5)-methyltransferase 3A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6095,DNA (cytosine-5)-methyltransferase 3B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105903,DNA cross-link repair 1A protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523487,DNA dC->dU-editing enzyme APOBEC-3B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2007626,DNA dC->dU-editing enzyme APOBEC-3F,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1741217,DNA dC->dU-editing enzyme APOBEC-3G,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4888446,DNA damage-binding protein 1/Protein cereblon/E3 ubiquitin-protein ligase Mdm2,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL3351207,DNA damage-inducible transcript 3 protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3883316,DNA excision repair protein ERCC-1/DNA repair endonuclease XPF,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4736,DNA excision repair protein ERCC-5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5694,DNA ligase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295773,DNA ligase 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523595,DNA ligase 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296019,DNA mismatch repair protein Msh2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4739849,DNA mismatch repair protein Msh6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5169164,DNA oxidative demethylase ALKBH2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2363042,DNA polymerase (alpha/delta/epsilon),Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1828,DNA polymerase alpha subunit,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2392,DNA polymerase beta,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2735,DNA polymerase delta subunit 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3833525,DNA polymerase epsilon subunit 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5542,DNA polymerase eta,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2732,DNA polymerase gamma subunit 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5391,DNA polymerase iota,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5365,DNA polymerase kappa,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5367,DNA polymerase lambda,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2010628,DNA polymerase nu,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3430903,DNA polymerase subunit gamma-1/gamma-2,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL6025,DNA polymerase theta,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2146297,DNA repair and recombination protein RAD54-like,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2034807,DNA repair protein RAD51 homolog 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2362978,DNA repair protein RAD52 homolog,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295973,DNA repair protein REV1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105801,DNA repair protein complementing XP-A cells,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523236,DNA replication ATP-dependent helicase/nuclease DNA2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3308910,DNA replication licensing factor MCM2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630813,DNA replication licensing factor MCM3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105745,DNA replication licensing factor MCM4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630815,DNA replication licensing factor MCM5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296011,DNA replication licensing factor MCM6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630816,DNA replication licensing factor MCM7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1781,DNA topoisomerase I,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2362989,"DNA topoisomerase I, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2094255,DNA topoisomerase II,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1806,DNA topoisomerase II alpha,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3396,DNA topoisomerase II beta,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5619,DNA-(apurinic or apyrimidinic site) lyase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3396943,DNA-3-methyladenine glycosylase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4106136,DNA-PK/Ku70/Ku85,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4739685,DNA-binding protein Ikaros,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1075116,DNA-binding protein inhibitor ID-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3142,DNA-dependent protein kinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1914260,DNA-directed DNA/RNA polymerase mu,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3286067,DNA-directed RNA polymerase I subunit RPA1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1641353,DNA-directed RNA polymerase II subunit RPB1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4665582,DNA-directed RNA polymerase III subunit RPC1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3120041,"DNA-directed RNA polymerase, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3988061,DNA-histone H1 complex,Unknown,Homo sapiens,MACROMOLECULE
CHEMBL3137291,DNMT3A2/3L complex,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL3885560,DNMT3B-DNMT3L complex,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL614287,DO4,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366181,DOHH-2,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075435,DOK,Unknown,Homo sapiens,CELL-LINE
CHEMBL1843,DOPA decarboxylase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL615004,DOV13,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366079,DSH1,Unknown,Homo sapiens,CELL-LINE
CHEMBL613508,DU-145,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366246,DU-4475,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075437,DV-90,Unknown,Homo sapiens,CELL-LINE
CHEMBL612519,Daoy,Unknown,Homo sapiens,CELL-LINE
CHEMBL614281,Daudi,Unknown,Homo sapiens,CELL-LINE
CHEMBL4295883,Deaminated glutathione amidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2558,Death-associated protein kinase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3123,Death-associated protein kinase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2468,Death-associated protein kinase 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523288,Dedicator of cytokinesis protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105810,Dedicator of cytokinesis protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4739705,Dedicator of cytokinesis protein 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5169190,Dehydrogenase/reductase SDR family member 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5974,Dehydrogenase/reductase SDR family member 9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3542431,Deiodinase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL5291567,Delta and Notch-like epidermal growth factor-related receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL236,Delta opioid receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5839,Delta(14)-sterol reductase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2331059,Delta(24)-sterol reductase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523284,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3414418,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295784,Delta-1-pyrroline-5-carboxylate synthase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630888,Delta-like protein 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712916,Delta-like protein 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4715675,Dentine,Unknown,Homo sapiens,TISSUE
CHEMBL2447,Deoxycytidine kinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5675,Deoxycytidylate deaminase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5997,"Deoxyguanosine kinase, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523441,Deoxyhypusine hydroxylase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4415,Deoxyhypusine synthase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523507,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1649048,Deoxyribonuclease gamma,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3351219,Deoxyribonuclease-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1250342,Deoxyribonuclease-2-alpha,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295988,Deoxyribose-phosphate aldolase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364179,Dermatan sulfate,Unknown,Homo sapiens,OLIGOSACCHARIDE
CHEMBL4523267,Dermcidin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2367439,Dermis,Unknown,Homo sapiens,TISSUE
CHEMBL614284,Detroit 551,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075432,Detroit 562,Unknown,Homo sapiens,CELL-LINE
CHEMBL614059,Detroit 98,Unknown,Homo sapiens,CELL-LINE
CHEMBL4630843,Deubiquitinase OTUD6B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630849,Deubiquitinating protein VCPIP1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6009,Diacylglycerol O-acyltransferase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5853,Diacylglycerol O-acyltransferase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105787,Diacylglycerol kinase alpha,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630754,Diacylglycerol kinase alpha/zeta,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL4105755,Diacylglycerol kinase beta,Unknown,Homo sapiens,SINGLE PROTEIN
